IDS_PROPQUEST_INC_000000	Evènement
IDS_PROPQUEST_INC_000834	Ce sera bientôt l'anniversaire de notre rencontre...100 jours déjà ! Peux-tu me ramener ma tirelire s'il te plaît, et je te récompenserai comme il se doit ?
IDS_PROPQUEST_INC_000835	Merci. Merci beaucoup. J'ai entendu que l'un des Big Bangs l'avait en sa possession.
IDS_PROPQUEST_INC_000836	Tu me déçois... Bon laisse tomber et ne t'avise pas de me demander un service à l'avenir !
IDS_PROPQUEST_INC_000837	Tu as retrouvé ma tirelire ! Merci et encore merci ! Voilà un cadeau pour te récompenser de tes efforts.
IDS_PROPQUEST_INC_000838	Où est ma tirelire ? Tu ne l'as pas encore trouvée ?! Erf le temps passe...
IDS_PROPQUEST_INC_000839	Ramener la tirelire des Luda volée par l'un des Big Bangs qui se cache aux Montagnes nord de Leren
IDS_PROPQUEST_INC_000840	
IDS_PROPQUEST_INC_000841	Chute de météorite
IDS_PROPQUEST_INC_000842	Sais-tu qu'une grosse météorite est tombée près de Saint Morning il y a quelques jours ? Mais... (regardant autour)
IDS_PROPQUEST_INC_000843	(Chuchotant) Certains morceaux de la météorite se transforment habituellement en un métal très rare qu'on appelle Météoritil.
IDS_PROPQUEST_INC_000844	C'est le meilleur métal pour fabriquer des armes et des armures qui se vendent très cher dans tout Madrigal. Et…
IDS_PROPQUEST_INC_000845	.… De telles météorites ne tombent que tous les 500 ans ! Mais ce coup-ci tu peux en avoir un énorme morceau.
IDS_PROPQUEST_INC_000846	Alors… Tu pourrais m'en ramener… à l'écart des regards indiscrets ?
IDS_PROPQUEST_INC_000847	Hahaha.. Parfait ! (surveillant autour, puis chuchotant). Alors apporte-moi 5 morceaux de Météoritil. La météorite s'est écrasée quelque part au sud de Saint Morning selon mes sources..
IDS_PROPQUEST_INC_000848	Hein ! Bon, j'ai pas besoin de toi ! T'es vraiment pas sympa...
IDS_PROPQUEST_INC_000849	Oh... De la vraie Meteoritil... Comme c'est beau... Incroyable…
IDS_PROPQUEST_INC_000850	(Surpris) Oh, pardon, je ne t'ai même pas remercié. Merci infiniment ! (regardant la Metetoritil avec admiration)
IDS_PROPQUEST_INC_000851	Merci beaucoup tu as fait du bon travail. Merci, merci. (regardant la Metetoritil avec admiration)
IDS_PROPQUEST_INC_000852	Ce n'est pas facile à trouver, mais je suis sûr que tes recherches ne seront pas vaines si tu persévères…
IDS_PROPQUEST_INC_000853	Ramener 5 morceaux de Meteoritil de la météorite tombée quelque part au sud de Saint Morning
IDS_PROPQUEST_INC_000854	
IDS_PROPQUEST_INC_000855	Pièce de théâtre disparue.
IDS_PROPQUEST_INC_000856	Oh..Je suis vraiment mal..(Etonné) Ca alors! Tu étais là? T'as entendu tout ce que je disais?
IDS_PROPQUEST_INC_000857	Tu as entendu? Hmm..Ok, je vais te dire ce qui est arrivé. Je suis responsable des manuscrits des pièces de théâtre. Mais..
IDS_PROPQUEST_INC_000858	La dernière pièce, Les Cieux de Madrigal, a disparu. Je ne sais pas ce que je dois faire… On va me virer..
IDS_PROPQUEST_INC_000859	Je sais exactement qui l'a volé. Il s'appelle Colar, et je pense que c'est une vengeance pour s'être fait renvoyer. Mais si je suis mis à la porte..
IDS_PROPQUEST_INC_000860	Tout le monde saura que le manuscrit a disparu. Hmm..Alors..Tu veux bien m'aider? Pourrais-tu reprendre ce manuscrit à Colar?
IDS_PROPQUEST_INC_000861	Oh, merci beaucoup! Colar se cache quelque part dans Darkon 1. S'il te plaît retrouve-le.
IDS_PROPQUEST_INC_000862	Maintenant qu'est-ce que je peux faire..? Je vais me faire renvoyer...
IDS_PROPQUEST_INC_000863	Hé! Je n'ai pas la pièce! Comment crois-tu que je vais faire?
IDS_PROPQUEST_INC_000864	Bon, c'est vrai, je l'ai volé. Mais le pilleur de tombe qui était monté sur une machine étrange me l'a pris.
IDS_PROPQUEST_INC_000865	La machine crachait de la fumée.. Et le pilleur de tombe la conduisait. C'est pour ça que je suis dans une telle situation en ce moment.
IDS_PROPQUEST_INC_000866	Tout ce que je sais c'est qu'il est quelque part à Darkon1. Trouve-le s'il te plaît.
IDS_PROPQUEST_INC_000867	Trouver Colar, le voleur de la pièce de théâtre, qui se cache dans Darkon 1.
IDS_PROPQUEST_INC_000868	
IDS_PROPQUEST_INC_000869	A la recherche de la pièce de théâtre
IDS_PROPQUEST_INC_000870	Hé ! Je ne mens pas ! Pourquoi ne veux-tu pas me croire ?! Oui, j'ai volé cette pièce de théâtre, mais bon c'était juste une revanche !
IDS_PROPQUEST_INC_000871	Il n'y a rien qui prouve que je te mente, ok ? Donc si tu veux retrouver cette fameuse pièce de théâtre…
IDS_PROPQUEST_INC_000872	Je te conseille d'aller le demander aux Steamwalkers qui me l'ont dérobée et d'être insistant si nécessaire !
IDS_PROPQUEST_INC_000873	Hé ! Je veux sortir de là ! Aide-moi ! Hé !!!
IDS_PROPQUEST_INC_000874	Oui, je sais que ce ne sont pas tes affaires... Mais donne-moi un coup de main s'il te plaît.
IDS_PROPQUEST_INC_000875	(Pleurant) Merci, merci...tu l'as finalement retrouvée… Merci du fond du coeur...
IDS_PROPQUEST_INC_000876	Si tu étais revenu un peu plus tard, la nouvelle se serait répandue et j'aurai été renvoyé…
IDS_PROPQUEST_INC_000877	C'est mon cadeau pour te récompenser de tes efforts. Ce n'est pas grand-chose, mais tu as aussi toute ma gratitude.
IDS_PROPQUEST_INC_000878	S'il te plaît, retrouve vite Les Cieux de Madrigal. Je risque ma carrière…
IDS_PROPQUEST_INC_000879	Trouver les Steamwalkers et récupérer Les Cieux de Madrigal, par la négociation... ou la force !
IDS_PROPQUEST_INC_000880	
IDS_PROPQUEST_INC_000881	Manuel de l'Intendant
IDS_PROPQUEST_INC_000882	Par Rhisis ! (vous regardant) Hein ? Aah, tu te demandes pourquoi je suis si nerveux ? Et bien tu sais les intendants doivent passer un test chaque année...
IDS_PROPQUEST_INC_000883	Le test aura bientôt lieu. Mais la date a été rapprochée récemment, ça m'inquiète. Mais je vais réussir ce test ! Je suis un bon intendant !
IDS_PROPQUEST_INC_000884	Mais je n'ai jamais pu être première à cause de Herth ! Cette année je ferai tout pour être en tête. Mais c'est pour ça que j'ai besoin d'un coup de pouce...
IDS_PROPQUEST_INC_000885	Alors… Ca te dirait de m'aider?
IDS_PROPQUEST_INC_000886	Merci. Tu peux trouver le Manuel de l'Intendant à l'Office Public. Pourrais-tu me le ramener? C'est plutôt simple, non?
IDS_PROPQUEST_INC_000887	(Avec un regard triste) Ok.. Je vais demander à quelqu'un d'autre… Mais bon, merci quand même…
IDS_PROPQUEST_INC_000888	Oui, ce sont bien les deux Manuels de l'Intendant. Ils contiennent les questions qui risquent de tomber. Hein?
IDS_PROPQUEST_INC_000889	Oui c'est sûr ! Ces manuels couvrent toutes les questions du test ~
IDS_PROPQUEST_INC_000890	Merci beaucoup. Viens me voir si jamais tu as besoin de mon aide.
IDS_PROPQUEST_INC_000891	Oh, merci mais ce Manuel de l'Intendant n'est pas suffisant... Peux-tu m'en amener un autre? Je suis désolé..merci.
IDS_PROPQUEST_INC_000892	Trouver les Manuels de l'Intendant à l'Office Publique de Flarine
IDS_PROPQUEST_INC_000893	
IDS_PROPQUEST_INC_000894	Disparition d'œuvre d'art
IDS_PROPQUEST_INC_000895	Aides moi s'il te plaît, j'ai un gros souci ! Mon dessin... mon plus beau dessin a disparu !! (commençant à pleurer)
IDS_PROPQUEST_INC_000896	(les larmes aux yeux) Ma passion est de collectionner des oeuvres d'art très rares et très chères, mais l'une des plus coûteuses vient de disparaître.
IDS_PROPQUEST_INC_000897	Il s'agit du portrait de Radéon. Je suspecte tout le monde maintenant... Mais comment retrouver mon œuvre d'art à présent ?
IDS_PROPQUEST_INC_000898	(réfléchissant) Oh ! J'ai une idée ! Veux-tu bien me donner un coup de main ?
IDS_PROPQUEST_INC_000899	Excellent ! J'aimerai que tu ailles voir Helgar, le critique d'art de Saincity. Je suis sûr qu'il pourra nous aider.
IDS_PROPQUEST_INC_000900	(près à vous tordre le cou) Non, non ! Je dois le retrouver absolument ! Aide-moi !
IDS_PROPQUEST_INC_000901	Quoi ? Le portrait de Radéon a disparu ? Hmm... Rudvihil doit être vraiment fou de rage…
IDS_PROPQUEST_INC_000902	Rudvihil est si fou qu'il veut posséder tout ce qui est rare et cher... Il est vraiment malade…
IDS_PROPQUEST_INC_000903	Il est temps de se venger.
IDS_PROPQUEST_INC_000904	Oh, as-tu quelque chose à identifier ? Montre-moi ça.
IDS_PROPQUEST_INC_000905	Rendre visite à Helgar, le critique d'art de Saincity, pour discuter du portrait de Radéon
IDS_PROPQUEST_INC_000906	
IDS_PROPQUEST_INC_000907	Portrait de Radéon - indice 1
IDS_PROPQUEST_INC_000908	Je ne veux pas être vu avec Rudvihil, mais je vais te dire comment récupérer le portrait... Ecoute, que sais-tu sur les Grand Dwarpets ?
IDS_PROPQUEST_INC_000909	Oui, tu les as sans doute déjà rencontrés... J'ai demandé à droite et à gauche à propos de la disparition du portrait et j'ai entendu une histoire qui pourrait nous dire comment le retrouver.
IDS_PROPQUEST_INC_000910	Les Grand Dwarpets collectionnent des livres anciens et autres objets rares. Comment penses-tu qu'ils arrivent à trouver tous ces trésors ?
IDS_PROPQUEST_INC_000911	Ils doivent disposer d'une capacité qui leur permet de retrouver les trésors. Ce sont du moins mes déductions…
IDS_PROPQUEST_INC_000912	Pourquoi ne pas aller leur rendre visite pour en discuter ?
IDS_PROPQUEST_INC_000913	Ok. Tu sais où ils habitent, non ? Ils vivent au centre des montagnes de Leren de Flaris. Je pense qu'ils pourront t'aider…
IDS_PROPQUEST_INC_000914	Tu n'es pas obligé de le faire si tu n'en as pas envie. Mais c'est dommage, je ne pourrai pas voir la tête que Rudvihil va faire…
IDS_PROPQUEST_INC_000915	Hmm... Vraiment ? Ok. Je ferai de mon mieux s'il s'agit du portrait de Radéon. Attends un instant (fermant ses yeux et commençant une incantation) Ooomm… Oooommm…
IDS_PROPQUEST_INC_000916	(Ouvrant les yeux) Je l'ai trouvé ! Un instant… (écrivant quelque chose sur un papier). Voilà pour toi, c'est tout ce que je peux faire pour t'aider.
IDS_PROPQUEST_INC_000917	J'ai dessiné le visage de ceux qui ont volé le portrait. C'est le mieux que je puisse faire.
IDS_PROPQUEST_INC_000918	Maintenant va-t-en ! Je n'aime pas les humains ! Pars, et ne t'avises pas de revenir !
IDS_PROPQUEST_INC_000919	Parler du vol du portrait aux Grand Dwarpets vivant dans les montagnes centrales de Leren à Flaris
IDS_PROPQUEST_INC_000920	
IDS_PROPQUEST_INC_000921	Portrait de Radéon - indice 2
IDS_PROPQUEST_INC_000922	Hmm... Nous avons besoin de plus d'informations pour retrouver ce portrait. Hmm.... (réfléchissant quelques instants) Oui ! Bien sûr !
IDS_PROPQUEST_INC_000923	On trouvait des magiciens noirs dans le passé à Madrigal. Ils utilisaient la magie complètement différemment de ce qu'en font aujourd'hui les magiciens.
IDS_PROPQUEST_INC_000924	Et l'un d'eux avait fabriqué une boîte possédant de grands pouvoirs mystiques. Il s'appelait Ancimys.
IDS_PROPQUEST_INC_000925	Peut-être qu'il peut utiliser la Psychmetria. Hein ? Tu te demandes ce que c'est ? Laisse-moi t'expliquer…
IDS_PROPQUEST_INC_000926	C'est un sort très puissant qui permet de localiser l'endroit précis où se trouve un objet !
IDS_PROPQUEST_INC_000927	Mais Ancimys qui possède ce pouvoir saurait sûrement t'expliquer bien mieux que moi...
IDS_PROPQUEST_INC_000928	Bon, finalement ce n'est pas mon problème si tu acceptes ou pas…
IDS_PROPQUEST_INC_000929	Quoi ? C'est vrai ? Je devrais pouvoir t'aider dans ta quête, attends un moment…
IDS_PROPQUEST_INC_000930	(récitant une incantation) Hé hé ! Je l'ai vu ! Note bien ce que je vais te dire.
IDS_PROPQUEST_INC_000931	(Bla bla bla bla...) Tu as fini d'écrire ce que j'ai dit ? Tu trouveras le portrait là-bas, bonne continuation !
IDS_PROPQUEST_INC_000932	Tu veux jouer c'est ça ? Vraiment ? Bien, bien!  Que va-t-on faire ? Un cache-cache ?
IDS_PROPQUEST_INC_000933	Demander de l'aide à Ancimys pour qu'il localise le lieu où se trouve le portrait
IDS_PROPQUEST_INC_000934	
IDS_PROPQUEST_INC_000935	A la recherche de l'œuvre d'art
IDS_PROPQUEST_INC_000936	Quoi ? Tu ne comprends pas ? Hmm...(inclinant la tête) Ok, tu as déjà deux indices. Je vais t'expliquer…
IDS_PROPQUEST_INC_000937	Relis bien les deux indices, ils ont un lien entre eux… Ils devraient te conduire à ceux qui ont volé le portrait.
IDS_PROPQUEST_INC_000938	Maintenant, pars retrouver le portrait. Avec les indices dont tu disposes cela ne devrait plus être trop compliqué…
IDS_PROPQUEST_INC_000939	Tu n'as pas encore compris ? Tant pis… je ne t'aiderai pas désolé.
IDS_PROPQUEST_INC_000940	(commençant à pleurer en voyant le portrait). Oh ! Par Rhisis ! Merci... Merci beaucoup… Je revis…
IDS_PROPQUEST_INC_000941	(Avec un regard insatisfait) Quoi ? Une récompense ? Je t'ai parlé d'une récompense ? Tu m'as aidé parce que tu le voulais, pas vrai ?
IDS_PROPQUEST_INC_000942	Quelle impolitesse ! File, je n'ai plus besoin de toi!!
IDS_PROPQUEST_INC_000943	Tu n'as pas encore retrouvé le portrait ?! S'il te plaît dépêche-toi !
IDS_PROPQUEST_INC_000944	Utiliser les indices pour retrouver le lieu où se trouve le portrait, puis le ramener à son propriétaire
IDS_PROPQUEST_INC_000945	
IDS_PROPQUEST_INC_000946	Os de Wagsaac
IDS_PROPQUEST_INC_000947	(Chuchotant discrètement) Tu aurais un instant? (Regardant autour) Désolé de chuchoter, mais il s'agit d'un secret… du laboratoire de Madrigal.
IDS_PROPQUEST_INC_000948	Au laboratoire de Madrigal, nous travaillons sur un projet top secret. C'est pourquoi je me suis déguisé. Ce projet secret est en rapport avec le clonage des monstres.
IDS_PROPQUEST_INC_000949	Tu te demandes pourquoi les cloner ? C'est un secret bien sûr. Ha ha ha! Mais j'ai besoin de quelque chose de très difficile à obtenir pour avancer dans cette étude sur le clonage.
IDS_PROPQUEST_INC_000950	Tu pourrais m'aider s'il te plaît ?
IDS_PROPQUEST_INC_000951	Bien. Pour finir mon étude sur le clonage des Wagsaac, j'ai besoin de leurs os. Ramènes-moi s'il te plaît 10 Os de Wagsaac.
IDS_PROPQUEST_INC_000952	(En faisant une grimace) Hmm.. Tu sembles douter de moi. Tu n'es pas obligé de le faire si tu ne veux pas. Je demanderai à quelqu'un d'autre.
IDS_PROPQUEST_INC_000953	C'est bien leurs os. Bon travail. Je te redemanderai peut-être ton aide. A la revoyure.
IDS_PROPQUEST_INC_000954	Tu n'as pas besoin de te presser, nous avons tout notre temps. Ramènes-moi juste 10 Os de Wagsaac.
IDS_PROPQUEST_INC_000955	Collecter 10 Os de Wagsaac pour l'étude sur le clonage du laboratoire de Madrigal.
IDS_PROPQUEST_INC_000956	
IDS_PROPQUEST_INC_000957	Gène de Wagsaac 
IDS_PROPQUEST_INC_000958	Enfin on se revoit ! Merci encore de m'avoir rapporté ces os la dernière fois. Ils ont beaucoup aidé mes recherches.
IDS_PROPQUEST_INC_000959	D'ailleurs, j'ai besoin de quelque chose d'autre pour finir mon étude sur le clonage. M'aiderais-tu à nouveau ?
IDS_PROPQUEST_INC_000960	Je savais que tu dirais oui ! J'ai besoin de dix brins d'ADN de 
IDS_PROPQUEST_INC_000961	Mmm… Encore cette question d'éthique médicale. Tu m'as déjà aidé une fois, allez, tu peux recommencer !
IDS_PROPQUEST_INC_000962	Merci beaucoup ! On se revoit très bientôt !
IDS_PROPQUEST_INC_000963	Pas besoin de se presser, tant qu'au final tu me ramène les 10 brins d'ADN de Wagsaac.
IDS_PROPQUEST_INC_000964	Ramener 10 brins d'ADN de Wagsaac.
IDS_PROPQUEST_INC_000965	
IDS_PROPQUEST_INC_000966	Requête maudite
IDS_PROPQUEST_INC_000967	Hé ! Tu ne me reconnais pas ? Je suis sûr que tu as entendu parler de moi au bureau des quêtes pourtant… Je suis le Collectionneur mystérieux !
IDS_PROPQUEST_INC_000968	Je voudrais juste te demander quelque chose. As-tu déjà entendu parler d'un bol d'os ?
IDS_PROPQUEST_INC_000969	Hein? Tu te demandes pourquoi je cherche quelque chose de si commun ? Mais je recherche quelque chose de très spécial : le bol maudit…
IDS_PROPQUEST_INC_000970	As-tu envie de m'aider?
IDS_PROPQUEST_INC_000971	Parfait ! Va trouver Bowler au jardin de Rhisis, il devrait pouvoir te donner plus d'informations…
IDS_PROPQUEST_INC_000972	Je peux te payer autant que tu veux, je suis riche ! Mais je n'ai personne d'autre à qui demander... Peux-tu m'aider ?
IDS_PROPQUEST_INC_000973	Hmm.. Le Collectionneur mystérieux doit être réellement intéressé par ce bol maudit… (réfléchissant un peu)
IDS_PROPQUEST_INC_000974	(Soudainement) Ha ha ha ha !!! Il n'y a vraiment que lui pour rechercher un tel artefact !
IDS_PROPQUEST_INC_000975	Bonjour ! Cherches-tu quelque chose en particulier ?
IDS_PROPQUEST_INC_000976	Se renseigner sur le bol maudit auprès de Bowler, au jardin de Rhisis.
IDS_PROPQUEST_INC_000977	
IDS_PROPQUEST_INC_000978	Origine du bol maudit
IDS_PROPQUEST_INC_000979	Le bol maudit fut créé il y a fort longtemps... Dans une ancienne ville, une femme vivait avec son petit animal, qui s'appelait Baby. Mais ce dernier perdit la raison et se mis à attaquer les habitants…
IDS_PROPQUEST_INC_000980	La seule solution fût alors de les chasser de la ville, pour quelques temps… Car cette femme revint un jour, estimant son expulsion injustifiée.
